card_id,domain,domain_int,objective,subobjective,deck_id,deck_name,front,back,explanation,cli_config,cli_verify,common_mistakes,tags,difficulty,version,is_premium,status,card_num,sort_key
D5-058,5.0,5,5.1,5.1.f,D5-security-principles,Security Principles,What is least privilege?,Granting only necessary access.,This limits potential damage from compromised accounts.,,,Over-permissioning,"users,security",2,v1.1,True,published,58,5-058
D5-059,5.0,5,5.2,5.2.g,D5-security-monitoring,Security Monitoring,Why are logs important for security?,They provide visibility into events.,"Logs support detection, response, and forensics.",,,Not retaining logs,"logging,security",1,v1.1,True,published,59,5-059
D5-060,5.0,5,5.3,5.3.n,D5-acl-review,ACL Review,Why should ACL order be reviewed carefully?,Rules are processed top-down.,Incorrect ordering can block legitimate traffic.,,,Assuming ACL order doesn’t matter,"acl,order,security",2,v1.1,True,published,60,5-060
D6-001,6.0,6,6.1,6.1.a,D6-network-automation,Network Automation,What is network automation?,Using software to manage networks programmatically.,"Automation reduces manual effort, errors, and improves consistency.",,,Thinking automation replaces networking skills,"automation,networking",1,v1.1,True,published,1,6-001
D6-002,6.0,6,6.1,6.1.b,D6-network-automation,Network Automation,What is programmability?,The ability to control systems via code.,Programmability enables APIs and scripts to manage devices.,,,Confusing automation with scripting,"programmability,apis",1,v1.1,True,published,2,6-002
D6-003,6.0,6,6.1,6.1.c,D6-network-controllers,Network Controllers,What is a network controller?,A centralized management platform.,"Controllers manage configuration, policy, and monitoring centrally.",,,Thinking controllers replace routers,"controllers,sdn",1,v1.1,True,published,3,6-003
D6-004,6.0,6,6.1,6.1.d,D6-sdn-concepts,SDN Concepts,What does SDN separate?,Control plane from data plane.,SDN centralizes control while devices focus on forwarding.,,,Assuming SDN eliminates CLI,"sdn,control-plane",2,v1.1,True,published,4,6-004
D6-005,6.0,6,6.1,6.1.e,D6-controller-examples,Controller Examples,Name a Cisco SDN controller.,Cisco DNA Center.,DNA Center provides centralized automation and assurance.,,,Thinking DNA Center replaces IOS,"dnac,controller",1,v1.1,True,published,5,6-005
D6-006,6.0,6,6.2,6.2.a,D6-apis,APIs,What is an API?,A set of rules for software interaction.,APIs allow applications to communicate programmatically.,,,Thinking APIs are GUIs,"api,automation",1,v1.1,True,published,6,6-006
D6-007,6.0,6,6.2,6.2.b,D6-apis,APIs,What type of API does CCNA focus on?,REST APIs.,REST APIs use HTTP methods and JSON payloads.,,,Studying SOAP deeply,"api,rest",1,v1.1,True,published,7,6-007
D6-008,6.0,6,6.2,6.2.c,D6-rest-concepts,REST Concepts,What HTTP method retrieves data?,GET.,GET requests read data without making changes.,,,Using POST to read data,"http,get,rest",1,v1.1,True,published,8,6-008
D6-009,6.0,6,6.2,6.2.d,D6-rest-concepts,REST Concepts,What HTTP method creates data?,POST.,POST sends data to create new resources.,,,Confusing POST with PUT,"http,post,rest",1,v1.1,True,published,9,6-009
D6-010,6.0,6,6.2,6.2.e,D6-rest-concepts,REST Concepts,What HTTP method updates data?,PUT or PATCH.,PUT replaces resources; PATCH modifies parts of a resource.,,,Using GET to update,"http,put,patch",2,v1.1,True,published,10,6-010
D6-011,6.0,6,6.2,6.2.f,D6-rest-concepts,REST Concepts,What HTTP method deletes data?,DELETE.,DELETE removes resources via an API call.,,,Using POST to delete,"http,delete,rest",1,v1.1,True,published,11,6-011
D6-012,6.0,6,6.3,6.3.a,D6-data-formats,Data Formats,What data format is commonly used with REST APIs?,JSON.,JSON is lightweight and easy for humans and machines to read.,,,Thinking XML is preferred,"json,api",1,v1.1,True,published,12,6-012
D6-013,6.0,6,6.3,6.3.b,D6-data-formats,Data Formats,What does JSON stand for?,JavaScript Object Notation.,JSON represents data using key-value pairs.,,,Thinking JSON is a programming language,"json,format",1,v1.1,True,published,13,6-013
D6-014,6.0,6,6.3,6.3.c,D6-data-formats,Data Formats,What characters define JSON objects?,Curly braces {}.,Objects contain key-value pairs inside braces.,,,Confusing arrays with objects,"json,syntax",1,v1.1,True,published,14,6-014
D6-015,6.0,6,6.4,6.4.a,D6-python-basics,Python Basics,Why is Python popular for automation?,Simple syntax and large libraries.,Python is easy to learn and widely supported in networking.,,,Thinking Python replaces IOS,"python,automation",1,v1.1,True,published,15,6-015
D6-016,6.0,6,6.4,6.4.b,D6-python-basics,Python Basics,What Python data type stores ordered items?,List.,Lists store multiple values in order.,,,Using dictionary instead,"python,list",1,v1.1,True,published,16,6-016
D6-017,6.0,6,6.4,6.4.c,D6-python-basics,Python Basics,What Python data type stores key-value pairs?,Dictionary.,Dictionaries map keys to values.,,,Using list for mappings,"python,dictionary",1,v1.1,True,published,17,6-017
D6-018,6.0,6,6.4,6.4.d,D6-python-basics,Python Basics,What keyword defines a function in Python?,def.,The def keyword creates reusable functions.,,,Using function keyword,"python,functions",1,v1.1,True,published,18,6-018
D6-019,6.0,6,6.5,6.5.a,D6-devops-concepts,DevOps Concepts,What is DevOps?,Collaboration between development and operations.,DevOps improves speed and reliability of deployments.,,,Thinking DevOps is a tool,"devops,collaboration",1,v1.1,True,published,19,6-019
D6-020,6.0,6,6.5,6.5.b,D6-devops-concepts,DevOps Concepts,What is CI/CD?,Continuous Integration and Continuous Delivery.,CI/CD automates testing and deployment pipelines.,,,Thinking CI/CD replaces testing,"cicd,devops",1,v1.1,True,published,20,6-020
D6-021,6.0,6,6.2,6.2.g,D6-rest-concepts,REST Concepts,What does HTTP status code 200 indicate?,Successful request.,A 200 OK response means the server processed the request successfully.,,,Thinking 200 means created,"http,status-codes",1,v1.1,True,published,21,6-021
D6-022,6.0,6,6.2,6.2.h,D6-rest-concepts,REST Concepts,What does HTTP status code 201 indicate?,Resource created.,201 is returned after successful POST operations that create resources.,,,Using 200 for creation,"http,status-codes",1,v1.1,True,published,22,6-022
D6-023,6.0,6,6.2,6.2.i,D6-rest-concepts,REST Concepts,What does HTTP status code 400 indicate?,Bad request.,The client sent malformed or invalid data.,,,Blaming server errors,"http,status-codes",2,v1.1,True,published,23,6-023
D6-024,6.0,6,6.2,6.2.j,D6-rest-concepts,REST Concepts,What does HTTP status code 401 indicate?,Unauthorized.,Authentication is missing or invalid.,,,Confusing with 403,"http,status-codes,auth",2,v1.1,True,published,24,6-024
D6-025,6.0,6,6.2,6.2.k,D6-rest-concepts,REST Concepts,What does HTTP status code 404 indicate?,Resource not found.,The requested endpoint or resource does not exist.,,,Assuming server down,"http,status-codes",1,v1.1,True,published,25,6-025
D6-026,6.0,6,6.2,6.2.l,D6-rest-concepts,REST Concepts,What does HTTP status code 500 indicate?,Server error.,The server failed to process a valid request.,,,Retrying without checking payload,"http,status-codes",2,v1.1,True,published,26,6-026
D6-027,6.0,6,6.2,6.2.m,D6-api-authentication,API Authentication,What is Basic Authentication?,Base64-encoded username and password.,Basic Auth is simple but should be used over HTTPS only.,,,Using Basic Auth without TLS,"api,authentication",2,v1.1,True,published,27,6-027
D6-028,6.0,6,6.2,6.2.n,D6-api-authentication,API Authentication,What is token-based authentication?,Using a temporary access token.,Tokens are more secure and commonly used with REST APIs.,,,Hardcoding tokens,"api,authentication,token",2,v1.1,True,published,28,6-028
D6-029,6.0,6,6.2,6.2.o,D6-api-security,API Security,Why should APIs use HTTPS?,To encrypt data in transit.,HTTPS prevents eavesdropping and tampering.,,,Using HTTP for APIs,"api,https,security",1,v1.1,True,published,29,6-029
D6-030,6.0,6,6.4,6.4.e,D6-python-basics,Python Basics,What Python construct repeats code while a condition is true?,while loop.,while loops continue until the condition becomes false.,,,Using for loop incorrectly,"python,loops",1,v1.1,True,published,30,6-030
D6-031,6.0,6,6.4,6.4.f,D6-python-basics,Python Basics,What Python construct iterates over a sequence?,for loop.,"for loops iterate through lists, strings, or ranges.",,,Using while unnecessarily,"python,loops",1,v1.1,True,published,31,6-031
D6-032,6.0,6,6.4,6.4.g,D6-python-basics,Python Basics,What keyword tests conditions in Python?,if.,if statements control program flow based on conditions.,,,Using switch keyword,"python,conditionals",1,v1.1,True,published,32,6-032
D6-033,6.0,6,6.4,6.4.h,D6-python-basics,Python Basics,What keyword handles alternative conditions?,elif.,elif allows multiple condition checks.,,,Nesting too many ifs,"python,conditionals",1,v1.1,True,published,33,6-033
D6-034,6.0,6,6.4,6.4.i,D6-python-basics,Python Basics,What keyword handles all other cases?,else.,else executes when no prior condition matches.,,,Forgetting else,"python,conditionals",1,v1.1,True,published,34,6-034
D6-035,6.0,6,6.6,6.6.a,D6-automation-use-cases,Automation Use Cases,What is a common network automation use case?,Configuration consistency.,Automation ensures devices share standardized configs.,,,Automating without validation,"automation,use-cases",1,v1.1,True,published,35,6-035
D6-036,6.0,6,6.6,6.6.b,D6-automation-use-cases,Automation Use Cases,How does automation reduce outages?,By minimizing manual errors.,Automated workflows reduce configuration mistakes.,,,Automating unstable processes,"automation,reliability",2,v1.1,True,published,36,6-036
D6-037,6.0,6,6.7,6.7.a,D6-management-models,Management Models,What is model-driven management?,Managing devices using data models and APIs.,Model-driven approaches use structured data like YANG.,,,Confusing with CLI automation,"model-driven,api",2,v1.1,True,published,37,6-037
D6-038,6.0,6,6.7,6.7.b,D6-management-models,Management Models,What is CLI-driven management?,Managing devices via command-line interfaces.,CLI-driven methods use scripts to send commands.,,,Thinking CLI is deprecated,"cli,management",1,v1.1,True,published,38,6-038
D6-039,6.0,6,6.7,6.7.c,D6-management-models,Management Models,Which approach is more scalable?,Model-driven management.,APIs scale better than CLI screen-scraping.,,,Assuming both scale equally,"management,scalability",2,v1.1,True,published,39,6-039
D6-040,6.0,6,6.8,6.8.a,D6-automation-tools,Automation Tools,What tool is commonly used for network automation?,Ansible.,Ansible automates configuration using playbooks.,,,Thinking Ansible requires agents,"ansible,automation",1,v1.1,True,published,40,6-040
D6-041,6.0,6,6.7,6.7.d,D6-management-models,Management Models,What is YANG used for?,Defining data models for network devices.,YANG describes device configuration and operational data.,,,Thinking YANG configures devices,"yang,data-models",2,v1.1,True,published,41,6-041
D6-042,6.0,6,6.7,6.7.e,D6-management-models,Management Models,What protocol uses YANG models?,NETCONF and RESTCONF.,These protocols use YANG-defined models for structured management.,,,Confusing YANG with JSON,"yang,netconf,restconf",2,v1.1,True,published,42,6-042
D6-043,6.0,6,6.7,6.7.f,D6-netconf-concepts,NETCONF Concepts,What transport protocol does NETCONF use?,SSH.,NETCONF uses SSH for secure device communication.,,,Assuming NETCONF uses HTTP,"netconf,ssh",2,v1.1,True,published,43,6-043
D6-044,6.0,6,6.7,6.7.g,D6-restconf-concepts,RESTCONF Concepts,What transport protocol does RESTCONF use?,HTTPS.,RESTCONF leverages REST APIs over HTTPS.,,,Using HTTP for RESTCONF,"restconf,https",2,v1.1,True,published,44,6-044
D6-045,6.0,6,6.8,6.8.b,D6-version-control,Version Control,What is Git used for?,Tracking code and configuration changes.,Git allows version control and collaboration.,,,Thinking Git is a backup tool,"git,version-control",1,v1.1,True,published,45,6-045
D6-046,6.0,6,6.8,6.8.c,D6-version-control,Version Control,Why is version control important in automation?,It enables rollback and auditability.,Version control reduces risk when deploying changes.,,,Automating without tracking,"automation,git",2,v1.1,True,published,46,6-046
D6-047,6.0,6,6.9,6.9.a,D6-automation-best-practices,Automation Best Practices,Why should automation be tested before deployment?,To prevent widespread outages.,Automation errors scale quickly across devices.,,,Running scripts directly in production,"automation,best-practices",2,v1.1,True,published,47,6-047
D6-048,6.0,6,6.9,6.9.b,D6-automation-best-practices,Automation Best Practices,Why should automation include validation checks?,To confirm successful changes.,Validation ensures devices reach the intended state.,,,Assuming success,"automation,validation",2,v1.1,True,published,48,6-048
D6-049,6.0,6,6.9,6.9.c,D6-automation-risks,Automation Risks,What is a major risk of poor automation design?,Mass misconfiguration.,Errors can propagate rapidly across the network.,,,Trusting scripts blindly,"automation,risk",3,v1.1,True,published,49,6-049
D6-050,6.0,6,6.1,6.10.a,D6-ccna-exam-focus,CCNA Exam Focus,What is the CCNA-level expectation for automation?,"Understanding concepts, not deep coding.","CCNA tests awareness of automation, APIs, and models.",,,Overstudying advanced coding,"ccna,automation,exam",1,v1.1,True,published,50,6-050
